artist_name,total_events,weekend_events,countries,cities,pct_weekend,lead_time_days,touring_status,future_events,pct_future_events,events_last_year,revisit_cities,new_cities,pct_revisit_cities,revisit_ratio,pct_events_revisit,most_visited_city,most_visited_n,capital_events,non_capital_events,pct_capital,capital_ratio,unique_capitals,unique_non_capitals,pct_capital_cities,avg_days_between_shows,top1_share,top3_share,top5_share,hhi,n_tracks,total_track_plays,listeners,playcount,tags
Neil Young,6,1,3,6,16.67,202.0,active_tour,6,100.0,,0,6,0.0,0.0,0.0,Woodstock,1,0.0,6.0,0.0,0.0,0.0,6.0,0.0,3.8,16.64,44.9,54.81,886.7,20.0,42725289.0,2696140,110695225,"classic rock, singer-songwriter, folk, rock, folk rock"
Nickelback,4,4,1,4,100.0,213.0,active_tour,4,100.0,,0,4,0.0,0.0,0.0,London,1,1.0,3.0,25.0,0.333,1.0,3.0,25.0,53.7,17.76,34.54,46.99,760.8,20.0,89928693.0,4322864,150218929,"rock, alternative rock, hard rock, alternative, Canadian"
Nine Inch Nails,7,2,1,7,28.57,46085.0,active_tour,6,85.71,2.0,0,7,0.0,0.0,0.0,Salt Lake City,1,0.0,7.0,0.0,0.0,0.0,7.0,0.0,1.7,16.37,32.91,45.08,689.2,20.0,98768997.0,3570426,314829395,"industrial, industrial rock, electronic, alternative, rock"
Nirvana,1,0,1,1,0.0,,tour_completed,0,0.0,1.0,0,1,0.0,0.0,0.0,Las Vegas,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,11.97,30.83,44.65,654.3,20.0,342034244.0,7457169,571999238,"Grunge, rock, alternative rock, alternative, 90s"
No Doubt,18,7,1,1,38.89,200.0,active_tour,18,100.0,,1,0,100.0,,100.0,Las Vegas,18,0.0,18.0,0.0,0.0,0.0,1.0,0.0,2.2,24.71,50.33,64.68,1176.7,20.0,60624784.0,3558092,83431544,"rock, ska, pop, alternative, female vocalists"
Noah Kahan,31,11,2,23,35.48,46181.0,active_tour,31,100.0,,6,17,26.09,0.353,45.16,Boston,4,0.0,31.0,0.0,0.0,0.0,23.0,0.0,2.7,17.31,30.61,41.59,687.7,20.0,107788735.0,1537923,167058915,"indie, folk, singer-songwriter, acoustic, Vermont"
Oasis,8,6,1,7,75.0,238.0,active_tour,8,100.0,,1,6,14.29,0.167,25.0,Linlithgow,2,1.0,7.0,12.5,0.143,1.0,6.0,14.29,30.0,17.44,35.85,49.4,769.4,20.0,142896000.0,5817393,323063577,"britpop, rock, british, alternative, indie"
Olivia Dean,39,15,8,22,38.46,235.0,active_tour,39,100.0,,11,11,50.0,1.0,71.79,London,6,10.0,29.0,25.64,0.345,3.0,19.0,13.64,4.7,14.71,38.0,52.15,773.6,20.0,54492614.0,1335764,65672603,"soul, rnb, pop, indie, female vocalists"
OneRepublic,7,5,5,7,71.43,219.0,active_tour,7,100.0,,0,7,0.0,0.0,0.0,London,1,3.0,4.0,42.86,0.75,3.0,4.0,42.86,4.8,21.9,38.64,55.27,925.4,20.0,89944356.0,4277682,134022465,"pop rock, rock, alternative, alternative rock, indie"
OsamaSon,2,1,2,2,50.0,120.0,active_tour,2,100.0,,0,2,0.0,0.0,0.0,Toronto,1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,110.0,6.66,25.87,37.51,573.0,20.0,47937210.0,427129,109020796,"trap, plugg, dark plugg, rage, rap"
P!nk,3,1,2,2,33.33,184.0,active_tour,3,100.0,,1,1,50.0,1.0,66.67,Ciudad de México,2,0.0,3.0,0.0,0.0,0.0,2.0,0.0,9.5,12.28,31.85,44.63,662.1,20.0,66257682.0,3731132,122141424,"pop, pop rock, female vocalists, rock, female"
PEDRO SAMPAIO,4,1,3,4,25.0,83.0,active_tour,4,100.0,,0,4,0.0,0.0,0.0,Miami Beach,1,2.0,2.0,50.0,1.0,2.0,2.0,50.0,14.3,10.91,28.92,45.78,681.3,20.0,24823644.0,550013,29298466,"brazilian, funk, brazil, melody, pop"
Panchiko,30,8,3,25,26.67,46125.0,active_tour,30,100.0,,3,22,12.0,0.136,26.67,Anaheim,4,1.0,29.0,3.33,0.034,1.0,24.0,4.0,6.8,19.24,45.84,59.24,972.2,20.0,69064458.0,1122829,78975114,"indie rock, shoegaze, Lo-Fi, dream pop, indie"
Pantera,6,3,5,5,50.0,359.0,active_tour,6,100.0,,1,4,20.0,0.25,33.33,London,2,3.0,3.0,50.0,1.0,2.0,3.0,40.0,23.2,12.91,34.09,46.72,697.9,20.0,76755998.0,2591476,131186274,"thrash metal, groove metal, heavy metal, metal, Power metal"
Pearl Jam,1,1,1,1,100.0,203.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Chicago,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,15.8,41.77,55.97,841.0,20.0,111476624.0,4319791,250731278,"Grunge, rock, alternative rock, 90s, alternative"
Phantogram,17,6,8,15,35.29,288.0,active_tour,17,100.0,,2,13,13.33,0.154,23.53,Munich,2,3.0,14.0,17.65,0.214,3.0,12.0,20.0,11.9,19.25,47.57,66.17,1121.8,20.0,35343946.0,1912973,47356064,"trip-hop, electronic, indie, experimental, new york"
Pierce the Veil,14,3,2,13,21.43,250.0,active_tour,14,100.0,,1,12,7.69,0.083,14.29,Honolulu,2,0.0,14.0,0.0,0.0,0.0,13.0,0.0,13.7,13.27,29.39,43.7,628.9,20.0,154663822.0,2041985,258363509,"post-hardcore, emocore, experimental, emo, post hardcore"
Pink Floyd,1,0,1,1,0.0,259.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Ciudad de México,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,11.96,27.8,43.12,622.3,20.0,213889431.0,5495214,601824371,"Progressive rock, Psychedelic Rock, classic rock, rock, psychedelic"
PinkPantheress,24,6,7,19,25.0,239.0,active_tour,24,100.0,,5,14,26.32,0.357,41.67,London,2,5.0,19.0,20.83,0.263,4.0,15.0,21.05,5.9,16.33,33.97,47.21,727.4,20.0,213871979.0,2922490,302010843,"electronic, pop, 2-step, rnb, dance-pop"
Pitbull,61,22,14,60,36.07,247.0,active_tour,61,100.0,,1,59,1.67,0.017,3.28,Praha 9,2,9.0,52.0,14.75,0.173,9.0,51.0,15.0,3.4,11.16,34.55,49.1,781.0,20.0,73421860.0,4341486,105486701,"Hip-Hop, rap, Reggaeton, hip hop, Crunk"
Pixies,14,5,3,10,35.71,235.0,active_tour,14,100.0,,4,6,40.0,0.667,57.14,Werchter,2,3.0,11.0,21.43,0.273,2.0,8.0,20.0,3.5,13.88,32.45,48.64,707.4,20.0,128006443.0,4235805,213475512,"alternative rock, alternative, indie, indie rock, rock"
Playboi Carti,27,11,8,11,40.74,239.0,active_tour,27,100.0,,9,2,81.82,4.5,92.59,London,5,15.0,12.0,55.56,1.25,5.0,6.0,45.45,4.4,8.53,24.14,39.12,561.8,20.0,290525007.0,2438179,765040341,"trap, cloud rap, Hip-Hop, rap, rage"
Post Malone,25,7,2,22,28.0,46119.0,active_tour,25,100.0,,2,20,9.09,0.1,20.0,Fort Lauderdale,3,0.0,25.0,0.0,0.0,0.0,22.0,0.0,5.9,13.32,31.19,43.17,641.4,20.0,192312877.0,3483537,326543547,"Hip-Hop, rap, trap, cloud rap, pop"
Prince,30,14,2,28,46.67,46110.0,active_tour,30,100.0,,2,26,7.14,0.077,13.33,Dallas,2,0.0,30.0,0.0,0.0,0.0,28.0,0.0,2.1,18.02,43.54,56.97,905.0,20.0,41633136.0,3263324,101039453,"funk, pop, soul, rock, 80s"
Queen,5,3,1,5,60.0,46085.0,active_tour,5,100.0,1.0,0,5,0.0,0.0,0.0,Atlantic City,1,1.0,4.0,20.0,0.25,1.0,4.0,20.0,12.2,9.44,24.72,36.06,562.2,20.0,170852429.0,7160666,420132600,"classic rock, rock, hard rock, glam rock, 80s"
Queens of the Stone Age,25,8,6,23,32.0,46133.0,active_tour,25,100.0,,2,21,8.7,0.095,16.0,London,2,6.0,19.0,24.0,0.316,4.0,19.0,17.39,6.8,16.85,38.9,50.77,792.9,20.0,108991964.0,3709970,252435117,"Stoner Rock, alternative rock, rock, hard rock, alternative"
R.E.M.,6,4,2,6,66.67,231.0,active_tour,6,100.0,1.0,0,6,0.0,0.0,0.0,Portlaoise,1,0.0,6.0,0.0,0.0,0.0,6.0,0.0,43.4,30.19,46.04,59.41,1252.9,20.0,70638234.0,4333332,154654403,"rock, alternative rock, alternative, indie, pop"
RAYE,53,20,3,34,37.74,186.0,active_tour,53,100.0,,12,22,35.29,0.545,58.49,Inglewood,4,2.0,51.0,3.77,0.039,1.0,33.0,2.94,3.8,28.15,54.13,69.55,1410.4,20.0,46942224.0,1797157,55543998,"pop, rnb, british, female vocalists, my top songs"
ROLE MODEL,3,2,2,3,66.67,192.0,active_tour,3,100.0,,0,3,0.0,0.0,0.0,Manchester,1,0.0,3.0,0.0,0.0,0.0,3.0,0.0,38.5,13.09,30.83,43.7,653.7,20.0,37551666.0,1022930,51858983,"8-bit, chiptune, electronic, 8bit, pop"
ROSALÍA,37,11,9,21,29.73,100.0,active_tour,37,100.0,,9,12,42.86,0.75,67.57,Ciudad de México,5,9.0,28.0,24.32,0.321,4.0,17.0,19.05,4.4,8.42,27.57,37.94,590.2,20.0,102725270.0,1821645,194964491,"pop, Flamenco, spanish, Flamenco Nuevo, spain"
Radiohead,14,9,1,14,64.29,385.0,active_tour,14,100.0,,0,14,0.0,0.0,0.0,Liverpool,1,1.0,13.0,7.14,0.077,1.0,13.0,7.14,19.4,9.83,25.88,37.15,581.9,20.0,594306797.0,8149620,1346223611,"rock, alternative, alternative rock, indie, electronic"
Rae Sremmurd,1,0,1,1,0.0,206.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Tampere,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,17.82,50.81,70.41,1133.9,20.0,37995576.0,1871366,45311412,"Hip-Hop, rap, hip hop, trap, urban"
Rage Against the Machine,1,1,1,1,100.0,49.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,North Myrtle Beach,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,17.94,35.48,47.35,767.0,20.0,109430858.0,4219440,161518805,"alternative rock, rock, alternative, political, rapcore"
Ravyn Lenae,4,2,3,4,50.0,92.0,active_tour,4,100.0,,0,4,0.0,0.0,0.0,Austin,1,0.0,4.0,0.0,0.0,0.0,4.0,0.0,53.7,45.46,61.24,71.35,2321.9,20.0,36480622.0,1640640,43017207,"rnb, soul, Neo-Soul, alternative rnb, electronic"
Reneé Rapp,10,4,5,8,40.0,222.0,active_tour,10,100.0,,2,6,25.0,0.333,40.0,Werchter,2,5.0,5.0,50.0,1.0,4.0,4.0,50.0,12.9,10.47,28.12,42.9,629.7,20.0,56673667.0,982162,79507452,"my top songs, pop, american, USA, rnb"
Rosé,1,1,1,1,100.0,100.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Berlin,1,1.0,0.0,100.0,,1.0,0.0,100.0,,26.4,55.84,72.44,1358.9,20.0,102035332.0,1644666,102733900,"Rosé, pop, k-pop, Korean, rose"
Sam Smith,6,2,1,1,33.33,149.0,active_tour,5,83.33,2.0,1,0,100.0,,100.0,San Francisco,6,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.6,14.63,40.95,58.33,870.6,20.0,80577083.0,3049190,111853937,"soul, pop, british, electronic, dance"
Sean Paul,6,1,5,6,16.67,202.0,active_tour,6,100.0,,0,6,0.0,0.0,0.0,Wabern bei Bern,1,2.0,4.0,33.33,0.5,2.0,4.0,33.33,23.0,22.22,53.41,66.62,1195.7,20.0,34625230.0,3140189,48438356,"dancehall, reggae, Hip-Hop, rnb, rap"
Seventeen,1,1,1,1,100.0,105.0,active_tour,1,100.0,1.0,0,1,0.0,0.0,0.0,Singapore,1,1.0,0.0,100.0,,1.0,0.0,100.0,,8.79,24.71,36.88,582.7,20.0,94609997.0,927181,284920887,"k-pop, Kpop, pop, rock, seventeen"
Slayyyter,1,1,1,1,100.0,151.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Queens,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,12.16,26.05,37.18,585.8,20.0,30883820.0,783468,49188391,"pop, hyperpop, electronic, electropop, bubblegum bass"
Sleeping With Sirens,4,3,1,4,75.0,212.0,active_tour,4,100.0,,0,4,0.0,0.0,0.0,Sacramento,1,0.0,4.0,0.0,0.0,0.0,4.0,0.0,48.7,22.08,44.8,57.62,987.6,20.0,47917700.0,1165264,74015159,"post-hardcore, screamo, emocore, experimental, hardcore"
Slipknot,1,0,1,1,0.0,41.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Fort Worth,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,12.72,31.35,46.11,668.1,20.0,188656473.0,4168449,356582811,"Nu Metal, metal, heavy metal, Nu-metal, rock"
Slowdive,4,2,2,3,50.0,258.0,active_tour,4,100.0,,1,2,33.33,0.5,50.0,Praha 9,2,0.0,4.0,0.0,0.0,0.0,3.0,0.0,21.7,23.31,45.59,59.13,1027.4,20.0,109770794.0,2181345,144021723,"shoegaze, dream pop, ambient, indie, indie rock"
Snow Strippers,7,5,1,5,71.43,184.0,active_tour,7,100.0,,1,4,20.0,0.25,42.86,San Francisco,3,0.0,7.0,0.0,0.0,0.0,5.0,0.0,17.3,31.21,52.12,64.51,1374.4,20.0,38437802.0,852051,53842718,"witch house, electropop, Electroclash, electronic, new rave"
Steely Dan,1,1,1,1,100.0,28.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Lakewood,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,14.3,36.75,53.45,754.2,20.0,46822651.0,1747762,72043648,"Jazz Rock, classic rock, rock, 70s, jazz"
Stevie Wonder,4,0,1,1,0.0,159.0,active_tour,4,100.0,,1,0,100.0,,100.0,London,4,4.0,0.0,100.0,,1.0,0.0,100.0,74.7,9.63,28.5,42.6,632.2,20.0,59520276.0,3920214,110329025,"soul, funk, motown, pop, rnb"
Stone Temple Pilots,37,16,2,37,43.24,236.0,active_tour,37,100.0,,0,37,0.0,0.0,0.0,Sacramento,1,0.0,37.0,0.0,0.0,0.0,37.0,0.0,4.1,12.99,30.88,47.56,692.4,20.0,43013652.0,2470260,72195808,"Grunge, alternative rock, rock, alternative, 90s"
Stray Kids,1,1,1,1,100.0,150.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Queens,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,9.82,23.26,38.56,601.0,20.0,132137551.0,1324476,477369907,"k-pop, pop, Korean, Kpop, Hip-Hop"
Sublime,14,6,4,13,42.86,46110.0,active_tour,14,100.0,,1,12,7.69,0.083,14.29,Morrison,2,0.0,14.0,0.0,0.0,0.0,13.0,0.0,14.1,21.65,44.38,57.86,958.9,20.0,78976933.0,3080178,121707102,"ska, reggae, punk, alternative, rock"
Summer Walker,20,7,3,19,35.0,116.0,active_tour,20,100.0,,1,18,5.26,0.056,10.0,London,2,2.0,18.0,10.0,0.111,1.0,18.0,5.26,3.6,11.88,29.48,43.03,628.4,20.0,69736908.0,1710382,107057544,"rnb, soul, Neo-Soul, pop, trap"
Swedish House Mafia,3,2,2,2,66.67,363.0,active_tour,3,100.0,,1,1,50.0,1.0,66.67,Göteborg,2,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,37.02,59.33,70.0,1779.4,20.0,39039169.0,2682111,53121052,"House, electronic, dance, electro house, electro"
System of a Down,11,4,6,8,36.36,218.0,active_tour,11,100.0,,3,5,37.5,0.6,54.55,Ciudad de México,2,6.0,5.0,54.55,1.2,4.0,4.0,50.0,18.2,12.88,33.05,48.06,674.0,20.0,263868844.0,5761070,503652324,"alternative metal, metal, Nu Metal, rock, alternative"
TV Girl,5,1,2,2,20.0,122.0,active_tour,5,100.0,1.0,1,1,50.0,1.0,66.67,Belfast,2,0.0,5.0,0.0,0.0,0.0,2.0,0.0,20.2,19.77,47.15,62.05,1015.2,20.0,246035803.0,2784803,282983259,"indie pop, Lo-Fi, indie, chillwave, pop"
TWICE,21,8,6,14,38.1,148.0,active_tour,20,95.24,2.0,7,7,50.0,1.0,66.67,Amsterdam,2,7.0,14.0,33.33,0.5,4.0,10.0,28.57,4.5,10.06,25.44,36.12,579.1,20.0,186952015.0,1869503,488851948,"k-pop, Kpop, Korean, pop, girl group"
Tame Impala,39,13,10,30,33.33,198.0,active_tour,39,100.0,,9,21,30.0,0.429,46.15,Vancouver,2,5.0,34.0,12.82,0.147,5.0,25.0,16.67,4.0,17.2,34.56,52.42,791.8,20.0,270784476.0,4217192,399575749,"Psychedelic Rock, psychedelic, indie rock, australian, rock"
Tate McRae,1,0,1,1,0.0,,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Montreal,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,13.03,29.89,45.02,681.6,20.0,181347868.0,2217123,268753947,"pop, my top songs, Canadian, electropop, canada"
The All-American Rejects,12,6,3,10,50.0,46092.0,active_tour,12,100.0,,1,9,10.0,0.111,25.0,Derby,3,2.0,10.0,16.67,0.2,2.0,8.0,20.0,13.8,20.09,52.65,67.18,1134.5,20.0,63300358.0,3254844,85385676,"rock, pop punk, alternative, punk, emo"
The Beach Boys,20,9,3,19,45.0,46104.0,active_tour,20,100.0,,1,18,5.26,0.056,10.0,Niagara Falls,2,2.0,18.0,10.0,0.111,2.0,17.0,10.53,28.8,16.36,32.55,47.0,703.9,20.0,51681532.0,4092436,161836541,"classic rock, 60s, pop, Surf, rock"
The Beatles,9,3,2,9,33.33,265.0,active_tour,9,100.0,,0,9,0.0,0.0,0.0,Blackpool,1,1.0,8.0,11.11,0.125,1.0,8.0,11.11,31.4,7.75,18.92,29.93,516.0,20.0,163615942.0,6445190,1084445788,"classic rock, rock, british, 60s, pop"
The Chainsmokers,3,2,1,2,66.67,46140.0,active_tour,3,100.0,,1,1,50.0,1.0,66.67,Las Vegas,2,0.0,3.0,0.0,0.0,0.0,2.0,0.0,14.5,18.59,45.92,66.28,1040.4,20.0,61281469.0,2761881,87205460,"electronic, pop, House, electro house, dance"
The Cure,10,6,5,9,60.0,259.0,active_tour,10,100.0,,1,8,11.11,0.125,20.0,Newport,2,1.0,9.0,10.0,0.111,1.0,8.0,11.11,7.3,15.71,44.48,55.46,870.6,20.0,165822031.0,5427832,387847216,"post-punk, new wave, alternative, 80s, rock"
The Doors,4,1,1,4,25.0,163.0,active_tour,4,100.0,,0,4,0.0,0.0,0.0,Atlantic City,1,0.0,4.0,0.0,0.0,0.0,4.0,0.0,43.7,11.02,28.29,41.37,605.2,20.0,120502014.0,4700836,226961962,"classic rock, Psychedelic Rock, rock, 60s, psychedelic"
The Goo Goo Dolls,47,15,2,43,31.91,46097.0,active_tour,47,100.0,,1,42,2.33,0.024,10.64,Las Vegas,5,4.0,43.0,8.51,0.093,4.0,39.0,9.3,4.2,35.33,54.54,65.89,1597.5,20.0,23986342.0,2580946,51509967,
The Kid LAROI,38,8,9,35,21.05,68.0,active_tour,38,100.0,,3,32,8.57,0.094,15.79,Brooklyn,2,4.0,34.0,10.53,0.118,3.0,32.0,8.57,5.5,21.06,44.04,59.28,1044.7,20.0,98984074.0,2447299,158884319,"Hip-Hop, rap, emo rap, australian, trap"
The Killers,3,1,2,2,33.33,135.0,active_tour,3,100.0,,1,1,50.0,1.0,66.67,Monterrey,2,0.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,21.34,43.84,56.47,945.1,20.0,231301313.0,6874883,375777822,"indie, indie rock, rock, alternative, alternative rock"
The Living Tombstone,35,10,6,33,28.57,46126.0,active_tour,35,100.0,,2,31,6.06,0.065,11.43,Birmingham,2,4.0,31.0,11.43,0.129,3.0,30.0,9.09,6.4,21.12,46.21,63.19,1040.3,20.0,40772586.0,1290289,51174972,"electronic, brony, dubstep, mlp, rock"
The Lumineers,16,7,6,14,43.75,46100.0,active_tour,16,100.0,,2,12,14.29,0.167,25.0,Werchter,2,2.0,14.0,12.5,0.143,2.0,12.0,14.29,7.8,21.52,48.17,63.16,1078.4,20.0,70295270.0,2552448,90575392,"folk, indie, folk rock, american, rock"
The Neighbourhood,48,12,14,39,25.0,142.0,active_tour,48,100.0,,9,30,23.08,0.3,37.5,Cologne,2,6.0,42.0,12.5,0.143,5.0,34.0,12.82,5.3,18.3,39.23,52.48,827.9,20.0,265051523.0,3887320,384820783,"indie, indie rock, indie pop, rock, alternative"
The Offspring,9,5,5,9,55.56,46085.0,active_tour,9,100.0,1.0,0,9,0.0,0.0,0.0,Sölvesborg,1,1.0,8.0,11.11,0.125,1.0,8.0,11.11,26.0,15.51,35.61,55.03,818.6,20.0,111250745.0,4537431,211987018,"punk rock, punk, rock, alternative rock, alternative"
The Police,1,0,1,1,0.0,128.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Thousand Oaks,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,30.82,57.68,69.74,1467.4,20.0,83920780.0,4539438,109086544,"rock, new wave, classic rock, 80s, pop"
The Rolling Stones,1,1,1,1,100.0,81.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,San Leandro,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,14.69,34.49,46.84,702.4,20.0,98244603.0,5779078,271177712,"classic rock, rock, british, 60s, blues"
The Script,15,7,2,7,46.67,244.0,active_tour,15,100.0,,5,2,71.43,2.5,86.67,Manchester,4,0.0,15.0,0.0,0.0,0.0,7.0,0.0,3.6,20.58,49.54,63.48,1125.8,20.0,57770079.0,2948373,74858270,"pop rock, rock, irish, pop, acoustic"
The Smiths,3,2,1,3,66.67,302.0,active_tour,3,100.0,,0,3,0.0,0.0,0.0,London,1,1.0,2.0,33.33,0.5,1.0,2.0,33.33,101.5,11.96,31.7,48.79,698.4,20.0,246502238.0,4998810,526469583,"post-punk, indie, new wave, 80s, alternative"
The Strokes,7,3,1,4,42.86,123.0,active_tour,7,100.0,,1,3,25.0,0.333,57.14,San Francisco,4,0.0,7.0,0.0,0.0,0.0,4.0,0.0,27.5,10.12,27.06,43.81,619.7,20.0,267678522.0,5651179,472079320,"indie rock, indie, rock, alternative, alternative rock"
The Weeknd,34,13,9,12,38.24,221.0,active_tour,34,100.0,,11,1,91.67,11.0,96.88,London,5,18.0,16.0,52.94,1.125,6.0,6.0,50.0,4.1,9.0,23.23,35.45,588.0,20.0,420173874.0,5233527,1095012174,"rnb, electronic, dubstep, Canadian, prog-rnb"
Thee Sacred Souls,27,9,3,26,33.33,105.0,active_tour,27,100.0,,1,25,3.85,0.04,7.41,Los Angeles,2,2.0,25.0,7.41,0.08,2.0,24.0,7.69,6.0,23.49,51.12,68.31,1182.4,20.0,26955285.0,1162267,28152730,"soul, funk, rnb, United States, USA"
Three Days Grace,47,16,3,46,34.04,46086.0,active_tour,46,97.87,1.0,1,45,2.17,0.022,4.26,St. John's,2,4.0,43.0,8.51,0.093,4.0,42.0,8.7,5.7,18.68,42.65,54.22,897.5,20.0,118279512.0,3836042,182135591,"alternative rock, rock, hard rock, alternative, metal"
Thundercat,9,2,4,7,22.22,171.0,active_tour,9,100.0,,2,5,28.57,0.4,44.44,Bristol,2,3.0,6.0,33.33,0.5,2.0,5.0,28.57,7.6,21.45,49.44,61.69,1101.8,20.0,55239652.0,2002717,75151334,"funk, electronic, jazz, soul, psychedelic"
Tool,3,3,1,3,100.0,243.0,active_tour,3,100.0,,0,3,0.0,0.0,0.0,Sacramento,1,0.0,3.0,0.0,0.0,0.0,3.0,0.0,70.0,8.91,23.32,36.22,564.2,20.0,119623596.0,2591971,226667157,"Progressive metal, Progressive rock, alternative, metal, rock"
Toto,38,13,2,38,34.21,119.0,active_tour,37,97.37,2.0,0,38,0.0,0.0,0.0,Durant,1,0.0,38.0,0.0,0.0,0.0,38.0,0.0,4.8,42.92,78.56,86.54,2666.2,20.0,43375309.0,3049325,54915267,"rock, classic rock, 80s, Progressive rock, pop"
Twenty One Pilots,7,5,5,6,71.43,209.0,active_tour,7,100.0,,1,5,16.67,0.2,28.57,Werchter,2,1.0,6.0,14.29,0.167,1.0,5.0,16.67,16.5,13.35,31.1,43.62,642.3,20.0,158435721.0,3291476,419608422,"electronic, alternative, rap, indie pop, indie"
Two Door Cinema Club,10,4,5,9,40.0,254.0,active_tour,10,100.0,,1,8,11.11,0.125,20.0,Newport,2,2.0,8.0,20.0,0.25,2.0,7.0,22.22,11.8,25.44,52.17,64.5,1198.1,20.0,103138541.0,3113351,128187129,"indie, electronic, british, alternative, synth indie rock"
Ty Dolla $ign,1,0,1,1,0.0,46158.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,Morrison,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,31.79,53.66,65.17,1425.4,20.0,19477588.0,1643314,29276948,"Hip-Hop, rap, rnb, hip hop, cloud rnb"
"Tyler, The Creator",6,1,3,4,16.67,185.0,active_tour,6,100.0,,2,2,50.0,1.0,66.67,London,2,2.0,4.0,33.33,0.5,1.0,3.0,25.0,31.6,12.87,28.98,41.84,622.2,20.0,431698900.0,4255100,1027180546,"Hip-Hop, rap, ofwgkta, underground hip-hop, swag"
V,1,1,1,1,100.0,116.0,active_tour,1,100.0,,0,1,0.0,0.0,0.0,New York City,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,19.97,37.49,53.29,1144.6,20.0,703334650.0,906065,719300435,"bts, pop, rnb, Melodic Death Metal, Taehyung"
Waka Flocka Flame,10,6,1,10,60.0,105.0,active_tour,10,100.0,1.0,0,10,0.0,0.0,0.0,Fort Worth,1,0.0,10.0,0.0,0.0,0.0,10.0,0.0,5.2,54.04,74.44,80.44,3198.0,20.0,14119467.0,1790840,20330129,"Hip-Hop, rap, Dirty South, trap, hip hop"
Wet Leg,21,8,5,16,38.1,196.0,active_tour,21,100.0,,4,12,25.0,0.333,42.86,San Francisco,3,2.0,19.0,9.52,0.105,2.0,14.0,12.5,5.8,23.33,44.91,57.39,1011.6,20.0,25002992.0,882417,26619072,"indie rock, post-punk, Crank wave, indie pop, indie"
Willow,5,0,1,5,0.0,843.0,active_tour,5,100.0,,0,5,0.0,0.0,0.0,Denver,1,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,32.21,57.58,67.87,1513.6,20.0,52895200.0,2298418,73292708,"rnb, pop, alternative, post-rock, female vocalists"
Wiz Khalifa,35,12,4,35,34.29,46124.0,active_tour,35,100.0,,0,35,0.0,0.0,0.0,Tønsberg,1,0.0,35.0,0.0,0.0,0.0,35.0,0.0,2.5,18.35,43.15,65.52,1159.4,20.0,35505440.0,3851111,87867946,"Hip-Hop, rap, hip hop, underground hip-hop, pittsburgh"
Wolf Alice,16,8,7,14,50.0,136.0,active_tour,16,100.0,,2,12,14.29,0.167,25.0,Werchter,2,2.0,14.0,12.5,0.143,1.0,13.0,7.14,16.8,14.38,31.25,44.57,670.1,20.0,36445991.0,1251269,57112935,"indie rock, indie, british, alternative rock, female vocalists"
Yeat,2,0,2,2,0.0,246.0,active_tour,2,100.0,,0,2,0.0,0.0,0.0,Tampere,1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,43.0,10.3,25.0,37.36,579.9,20.0,127311284.0,1583135,359683948,"trap, rap, cloud rap, rage, plugg"
ZAYN,27,9,3,27,33.33,87.0,active_tour,27,100.0,,0,27,0.0,0.0,0.0,Glasgow,1,1.0,26.0,3.7,0.038,1.0,26.0,3.7,7.4,18.9,44.24,53.37,927.6,20.0,67424463.0,2214428,116624671,"pop, rnb, british, male vocalists, sexy"
